search_history,job_role
"3D illustration: Create a 3D hairy Monster in Cinema 4D | CCNA Security Real World Labs - Cisco ASA, Network Security | The Complete History of Music, Part 2: The Renaissance | Learn how to paint Byzantine Icons (Part 4) | The Complete Facebook Ads Training (Hands On) | Build Smart Contracts for Cardano Blockchain | AWS Machine Learning Certification Exam | Complete Guide | Learn to Draw Portrait Face Sketch from Beginning | Personal Cacao Ceremony Training Online Course (LVL 2 - PRO) | Docker Complete Training",ML Engineer
Ableton Live Fundamentals: Complete Music Production Guide | How to Reverse Type 2 Diabetes - The 40-minute Guide | Ansible Advanced - Hands-On - DevOps | Introduction to Building Better Soils | Keynote for UI Animations - Easily animate your app designs,Frontend Developer
Rhino 3D Modeling - Beginner to Advance Transition Program | SAP PM (Plant Maintenance) Training | Typing aid to reduce number of keystrokes & improve Accuracy | Deep learning for object detection using Tensorflow 2 | Acrylic Abstract Painting Atmospheric Landscapes | Learn To Fly an Airplane - Advanced,ML Engineer
Introduction to SubD (Subdivision) Modeling with Rhino 7 | The Complete Web Developer Course 3.0 | Learn SDET Essentials - Full Stack QA Automation | Create Your Most Meaningful Morning | Master the MEAN Stack - Learn By Example | Full Stack ApplicationDevelopment Project | Deploy any MERN Stack App on Azure Cloud using CICD Pipeline | Elevate Your Knowledge of Chakras Aura Colors and Meaning | Full Stack Mobile Application Development - Master Class,Full Stack Developer
Real-World Projects with MEAN Stack | Deploy any MERN Stack App on Azure Cloud using CICD Pipeline | Understand Tarot Cards and their Meaning | Discord Clone - Learn MERN Stack with WebRTC and SocketIO | Tameana healing | Master the MEAN Stack - Learn By Example | MERN Stack Bus Ticket Booking App | MEAN Stack Registration and Login App | SDET/Test Architect Essentials -Road to Full stack QA | Figma Design Course 2023. Your Website from Start to Finish,Full Stack Developer
Oracle D2K (Oracle Forms and Reports 10g) Online Training | Paint a Watercolor Rose - Watercolor Painting for Beginners | The Complete Android Developer Course: Beginner To Advanced! | Dissect the Dissection of Isshinryu Karate:  Kicks Bunkai,ML Engineer
"Regression, Data Mining, Text Mining, Forecasting using R | Siemens NX 1899 - Advanced Assembly Training | Learning Excel 2019 – Basics (TOSA) | Introduction to Ayurveda for self-care (Basic version) | Data Science Statistics A-Z : Python | Past Lives For Healers - 3 Sessions of Spiritual Regression",Data Scientist
"Master iOS Auto Layout (Swift/Xcode) | Unity 2020, Android Game Development: Create a COMPLETE game | How to Create Top Ranking Mobile App Icons - iOS Edition | Unity 3D Mobile Game Development - Make iOS & Android Games | iOS14 Tinder like Dating application with Firebase & Swift | AWS Certified Developer - Associate Certification | iOS 11, Swift 4 become professional iOS developer | AWS Certified Cloud Practitioner - Essentials Course-2022 | The Complete Android Kotlin Developer Course | Kotlin A-Z™",Mobile App Developer
"Forex: Trade like a PRO with help of Microsoft Azure | Typography: Learn the Basics to Build a Solid Foundation | Build Your Resilience, Stress Reduction and Management | Compassion Focused Therapy (CFT) Practitioner Guide",Frontend Developer
Behavioral Design & User Experience | QuickStart! - phpMyAdmin | Employee Journey Mapping for HR using Design Thinking | Learn Design Thinking | Design Thinking: Empathizing to Understand the Problem,UI/UX Designer
Financial Analysis Using Ratios Method | iOS 9 & Swift 2 - Make 20 Applications | Write an Android Trojan from scratch | Unit Testing Swift Mobile App | Create Your Own Filter For Instagram | Spark AR Masterclass | The Complete Android 13 App Development Bootcamp 2023 | Android Application Programming,Mobile App Developer
Beginners Guide YouTube Video Marketing Techniques | Adobe Photoshop Mobile Design Ultimate Guide | One Dozen Iconic Rock Guitar Riffs (With Tabs!) | Sewing a Plaid Shirt  - for Beginners | Healthy Pan-Asian Quinoa recipes | Building Foundations: Beginners Guide to Voice,Frontend Developer
"Figma Essentials: A Course for Beginners | Apply Jobs as MERN stack developer with this course | MERN stack complete Blog Application from scratch 2022 | Raspberry Pi Full Stack | Question Reality! Science,philosophy, and thesearch for meaning… | MERN Stack Doctor Appointment Booking App | Create a Full Ionic App with Material Design - Full Stack | Academic writing forclarity and meaning… | The Art of Doing: Dive Into Android Development with Kotlin | Create a MEAN App by Example - Full Stack Course",Full Stack Developer
"Learn PCB Designing with EasyEDA - Quick and Easy | Conservation & ProtectedAreas Management inAfrica… | Multiple Regression with Minitab | R for Data Analysis, Statistics and Data Science | The Complete Geospatial Data Science with Python Course | Fully Accredited Advanced Past Life Regression Diploma | User experience research: How to ask the right questions? | Success in Bipolar using Coaching & NLP | Past Lives For Healers - 3 Sessions of Spiritual Regression | Hyper-V and Clustering on Microsoft Windows Server 2019",Data Scientist
Guitar Chord Multiplier & Music Maker Create music EZ n fast | League of Legends: The Complete Guide To Nami | Building a Side-Scroller Game in Unreal 4 | Bootstrap 5 Course: Build Responsive Websites like a Pro | Build a Shopify Dropshipping Business from Scratch | The Complete iOS 16 / iOS 15 Developer Course - and SwiftUI! | Microsoft Excel - Excel Course from Beginner to Advanced | Web development and design | from Level 0 | C# 10 | Ultimate Guide - Beginner to Advanced | Master class,Frontend Developer
"Blazor, .NET Core Web API and Microsoft SQL full-stack app | How to Make Excel & PowerPoint Work Together | Data Science with R Programming: Master R Programming | 2023 Complete SQL Bootcamp from Zero to Hero in SQL | Microsoft Excel - Excel from Beginner to Advanced & VBA | Master C# And SQL By Building Applications",Data Analyst
"Develop Mobile Games for Android and iOS with Stencyl | Prof. K's Ethical Hacking - Capture the Flag Walkthroughs v2 | Develop Android Apps using Python: Kivy | Jetpack Compose Crash course for Android with Kotlin | Data Structures and Algorithms in Swift | How to create a mobile game for iOS with Unreal Engine 4 | Smartphone Photography | iPhone, Android, Instagram & more! | Learn Swift 4 in 3 Weeks - Beginners to Advanced Swift! | Level 2 Teacher Training Diploma Stability & Balance",Mobile App Developer
"Masterclass in Design Thinking, Innovation & Creativity | Adobe XD Mega Course  - User Experience Design | Full Stack Android Development and Mobile App Marketing | Become A Professional Java Developer From Scratch | An Introduction to Design Thinking | All about Adobe XD (Experience Design) | Best for beginner | Learn Design Thinking | Design thinking for entrepreneurs & startups (part 1) | Prototyping with Sketch | Scrum with User Experience PSU I Certification Exam Prep",UI/UX Designer
Data Science- Hypothesis Testing Using Minitab and R | Figma Design Course 2023. Your Website from Start to Finish | Master the Secrets of Figma: A Complete Beginner's Course,UI/UX Designer
Network Monitoring Using Nagios | Jira Software Essentials: Mastering JQL Filters & Dashboards | Docker: A Project-Based Approach to Learning | CTMA Certified Transaction Monitoring Associate EXAM,DevOps Engineer
"Python Data Visualization: Matplotlib & Seaborn Masterclass | DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy | Microsoft Excel Beginners & Intermediate Excel Training | Building SQL Queries with Excel | Computer Graphics with Modern OpenGL and C++ | SQL - Master Class For Data Analysis | SAP MDG - Data Modeling for Beginners with Hands-On | Accounting 101: Asset Tracking & Depreciation Using MS Excel | SQL Bootcamp with MySQL, PHP & Python : 5 Courses in 1",Data Analyst
Get free seed capital for your startup with the SBIR fund | Developing RESTful Java Web Services using Spring boot | Helm - The Kubernetes Package Manager hands-on course | Java Certification - OCP (1Z0-809) Topic-wise Tests [2023] | Brother ScanNCut - Spring Projects | JavaScript Web Developer Masterclass with NodeJS and ES6,Backend Developer
Master the Secrets of Figma: A Complete Beginner's Course | Ableton Live - The 7 Laws Of Music Production | Cloud Computing Masterclass - Deployment to Administration | AWS Certifications Practice Tests | AZ-220 Microsoft Azure IoT Developer Certification 2022 | Microsoft Excel Basics and Keyboard Shortcuts,Cloud Engineer
"Rhino 3D Modeling from Floor plans Architecture and Design | Crash Course: Design Thinking - Creativity as a Method | Usability Certification Exam Prep: Usability Testing Concept | Product Managementwith Lean, Agile andSystem Design Thinking…",UI/UX Designer
JSF - building complete CMS with Java and JavaServer Faces | The 31 Day Tabata Body Transformation Challenge | Course 5: MCSA Windows Server 2019 Enterprise Storage | Mastering Time Series Forecasting with Python | C# and Windows Forms Exercises for Beginners (step by step) | Trial ABAP system with HANA database on SAP Cloud Platform,Backend Developer
Flutter BLoC State Management & Firebase [2023] From Scratch | Android App Development Masterclass using Kotlin | Complete Firebase Database For Android With Real App (2021) | How to Create iOS 2D Games with SpriteKit and Swift | GarageBand iPad & iOS Course - Complete GarageBand Course | How to get a job working from home as a healthcare recruiter,Mobile App Developer
"Spark Scala coding framework, testing, Structured streaming | Maya Modelling - Beginner Projects | Apache Spark Project for Beginners: A Complete Project Guide",Data Engineer
Working Secretly Using One Note (Confidentially) | Data Science: Productivity Tools | Complete Python & Data Science Course for Absolute Beginners,Data Scientist
Time Series Analysis & Forecasting for Python Hackers | Amazon CloudWatch in 60 Minutes: Monitor your AWS resources | Health & Wellness with Ayurveda | Data Science with R and Python | R Programming,Data Scientist
Blazor WebAssembly Full Stack Bootcamp with .NET 5 | Oracle Apex - Web App Development | MEAN Stack Registration and Login App | Master the MEAN Stack - Learn By Example | MERN eCommerce From Scratch | Flutter BLoC State Management & Firebase [2023] From Scratch,Full Stack Developer
What is Data Science? | R Programming Hands-on Specialization for Data Science (Lv1) | An Evidence-BasedApproach to theDiagnosis and Manage…… | Data Science Real-World Case Studies - Hands On Python | Basics of R Software for Data Science | The Complete Ethical Hacking Course: Beginner to Advanced! | A Complete Guide to Time Series Analysis & Forecasting in R | Online Ayurveda Certification Course - Yoga Alliance,Data Scientist
The Complete Spark AR Course: Build 10 Instagram AR Effects | Deploy any MERN Stack App on Azure Cloud using CICD Pipeline | GET AHEAD- Full stack MERN Web App From Code to Cloud | GraphQL from Scratch with MERN Stack | Python Data Science with Pandas: Master 12 Advanced Projects | Blazor WebAssembly Full Stack Bootcamp with .NET 5 | Tameana healing | Full Stack ApplicationDevelopment Project | Authoring Elegant and Meaningful Agile User Stories,Full Stack Developer
Ethical Hacking Exam : Practice Test 2023 | MacOS Apps for iOS Developers | Facebook Ads & Instagram Ads Course 2023 (Ready for iOS 14+),Mobile App Developer
CorelDRAW Essentials - Mastering Graphics Suite | Microsoft PowerApps & Flow: Build Business Apps Without Code | CYBERSECURITY LAW & CHALLENGES - DR. PAVAN DUGGAL - CLU,Frontend Developer
Hands-on Malware Analysis (Windows 10/11 compatible) | Professional DevOps | CPTE - Certified Penetration Testing Engineer | Ethical Hacking and Cyber security Bootcamp for beginners | Learn Certified Ethical Hacking From Scratch | Website Hacking & Penetration Testing (BUG BOUNTY) | Introduction To Reverse Engineering And Malware Analysis,Cybersecurity Analyst
"Game Asset Modeling - The SciFi Pistol Workflow | Ultimate Excel 2021/365 Bundle: Beginner to Advanced Course | gRPC [Golang] Master Class: Build Modern API & Microservices | Microsoft Excel: Beginners to Advanced (All-In-One) | Weapon Modeling in 3ds Max | Lease Financing and Venture Capital Financing | Modern GUI Development - Python (Software Development) | Tableau 10 and Tableau 9.3 Desktop, Server & Data Science | Transaction, Isolation Levels and In-Memory OLTP in T-SQL",Data Analyst
