course_title,skills,job_role
Learning R Programming for Data Science,,Data Scientist
"Learn Web Development - PHP, MySQL, HTML, CSS & Bootstrap,",,Data Analyst
Advanced Linux Privilege Escalation with Hack The Box,,Frontend Developer
Python For Data Engineering 2023 Edition,,Data Engineer
Databricks Certified Apache Spark 3.0 Python Exam Tests,,Data Engineer
Introduction to Mainframe and TSO & ISPF,,ML Engineer
SAP PM - Plant Maintenance Complete Training Course,,ML Engineer
Control Arduino with Your Own Voice,,Frontend Developer
CheckPoint Management Server R81 HA Configuration,,Backend Developer
CCSK: Certificate of Cloud Security Knowledge 6 Tests,,Cloud Engineer
Master Course of Cloud Management,,Cloud Engineer
Mac OS X Mountain Lion Server Training Video,,ML Engineer
Testing Linux Kernel,,Frontend Developer
Debugging Linux Kernel in Deep - Part 2,,Frontend Developer
DevOps Tools for Beginners: Vagrant in 1 hour,,DevOps Engineer
Cryptography for Beginners to the Advanced Level,,Cybersecurity Analyst
Data Science with R Programming: Master R Programming,,Data Scientist
"Medical Imaging Basics (RAD, RF, CT, CV), Plain & Simple",,ML Engineer
Apache Spark performance tuning & new features in practical,,Data Engineer
Build your own ArmBot step by step using Raspberry Pi Zero,,Frontend Developer
SQL Fundamentals for Oracle Functional Consultants,,Data Analyst
Informatica PowerCenter Developer : Beginner to Expert Level,,Backend Developer
Design Conversational AI Experience,,ML Engineer
Informatica PowerCenter Administrator Certification,,Backend Developer
AI-900 MS Azure AI Fundamental Certification Exam Tests,,ML Engineer
Quantum Computing and Quantum Machine Learning - Part 3,,ML Engineer
Mockito and JUnit in Java for beginners,,Backend Developer
ROS Basics (No ROS Installation Required),,Frontend Developer
"Business information system: Design, Approach and Components",,Backend Developer
[NEW] Practice Sets | DP-900: Azure Data Fundamentals 2023,,Cloud Engineer
CompTIA Linux+ (Exam LX0-101),,Frontend Developer
Touch Typing: Beginner's Guide to Typing World,,Frontend Developer
CheatSheets for Snowflake SnowPro Certification Exam,,Data Engineer
ArubaOS CX on GNS3 for LABS Emulation,,Cloud Engineer
ARDUINO Step by Step Simulation Experience.,,Frontend Developer
Spring Boot 2 Microservice Messaging in RabbitMQ and AWS SQS,,Backend Developer
Fundamental Question on Application of Ethical Hacking,,Cybersecurity Analyst
Complete Infoblox Technical Training (NIOS/BloxOne) P1/NIOS,,ML Engineer
Salesforce Certified Platform App Builder Practice Exams,,Backend Developer
Cybersecurity Lab Environment in EVE NG,,Cybersecurity Analyst
Linux for absolute beginners - Must know Linux commands,,Frontend Developer
Introduction to Cryptography,,Cybersecurity Analyst
Exam AZ-900: Microsoft Azure Fundamentals All In One,,Cloud Engineer
Azure DP-900 Practice Test Prep Exam,,Cloud Engineer
Master Infrastructure as Code (IaC) on Azure,,Cloud Engineer
Alibaba Cloud Associate (ACA) Security [Practice Tests],,Cloud Engineer
Adobe Photoshop Mobile Presets Basics Guide,,Frontend Developer
Building a Google Home bot! (With SpaceX knowledge),,Frontend Developer
API Blueprint Advanced - Creating Complex API Specs & Docs,,Backend Developer
Certified Kubernetes Administrator 2023 CKA - Mock Exams,,Cloud Engineer
HELM3 Chart - A Kubernetes Package Manager,,Cloud Engineer
Arduino Based Piano: Step By Step Guide,,Frontend Developer
SAP FI Report Painter for Beginners,,ML Engineer
Oracle Absence Management Cloud 2021 | 1Z0-1047-21,,Cloud Engineer
Integrate Linux to Active Directory,,Frontend Developer
Arduino Battery Level Monitor,,Frontend Developer
Microservices: Patterns and Best Practices,,Backend Developer
Master Full stack .NET Architecture using C#,,Full Stack Developer
Dockerless: Deep Dive Into What Containers Really are About,,ML Engineer
Snowflake Complete Course for Clearing Interviews,,Data Engineer
ESP32 Learn By Building Practical Projects,,Frontend Developer
Practical course: JavaScript Promises and async / await,,ML Engineer
AWS Certified Security – Specialty,,Cloud Engineer
Tableau Desktop Certified Professional 2021-22,,Data Analyst
Snowflake Advanced - Data Engineer Certification,,Data Engineer
Machine Learning for Red Team Hackers,,ML Engineer
Practical Windows Penetration Testing,,Cybersecurity Analyst
Build a School Management System from Scratch PHP JS +MYSQL,,Data Analyst
Azure App Services - Web Apps,,Cloud Engineer
Modeling MEP Infrastructure with Dynamo 2.1 and Revit 2019,,Data Analyst
Oracle1z0-931-22 Autonomous Database Cloud 2022 Professional,,Cloud Engineer
Designing a Production Grade Azure Kubernetes Service(AKS),,Cloud Engineer
Salesforce JavaScript Developer I Certification Mock Test,,Backend Developer
Practice Exams | ACP-620 Manage Jira Projects for Cloud 2022,,Cloud Engineer
Linux Beginner Commands || Linux command Line,,Frontend Developer
Microsoft 70-342: Advanced Solutions of Exchange Server 2013,,Backend Developer
Adobe Photoshop Preferences Basics Guide,,Frontend Developer
The Complete Practical Ethical Hacking Expert,,Cybersecurity Analyst
TryHackMe - Learn Ethical Hacking & Cyber Security with Fun,,Cybersecurity Analyst
A to Z Microsoft windows server 2019/2022 Administration,,Backend Developer
Learn Laptop repairing component level,,ML Engineer
Linux Command Line From A Hacker's Perspective,,Frontend Developer
Robotics for kids and beginners with Arduino (Ages 10+),,Frontend Developer
Help Desk Tier 2 Practical Training (50 Trouble Tickets),,ML Engineer
Power BI - Tips for your next Data Analytics Project,,Data Analyst
Mastering StimulusJS 2.0.0 by building 15+ projects,,Frontend Developer
Golang gRPC API - Beginner to Expert (Now With VueJS!),,Backend Developer
Ethical Hacking Complete Course 2017/2018 : kali and Python,,Cybersecurity Analyst
Adobe Dreamweaver Basics Guide,,Frontend Developer
BIM Revit 2020 Information Managment with Dynamo 2.1,,Backend Developer
SQL 1000: The SQLite & Database Primer (SQL1),,Data Analyst
SAP Cloud Platform Integration Practice Exams (4 Exams),,Backend Developer
AWS Cloud Practitioner Exam Questions 6 Tests,,Cloud Engineer
Spring Professional Certification Practice Tests Module 03,,Backend Developer
Spring Security with JSON Web Token and Refresh Token,,Backend Developer
AI-900: Microsoft Azure AI Fundamentals Exam,,ML Engineer
Learn Mainframe COBOL - Beginner to Expert,,ML Engineer
Arduino for Biometrics,,Frontend Developer
Windows Server 2019 Administration Essentials with Labs,,Backend Developer
Google Sheets Certification Training,,ML Engineer
Amazon VPC Mastery for AWS Certifications,,Cloud Engineer
CCNP ROUTE 300-101 Complete Guide,,Frontend Developer
Create a Game with Arduino and Processing,,Frontend Developer
Arduino Mastery Projects,,Frontend Developer
Build Conversational AI Experience using Watson Assistant,,ML Engineer
Microsoft Windows Server 2019 Administration,,Backend Developer
Configure your CentOS Server or VPS with VestaCP in 45 min,,Backend Developer
Exam AZ-303 - Microsoft Azure Architect Practice Tests 2023,,Cloud Engineer
LPI 010-160 : Linux Essentials Certification Practice Exams,,Frontend Developer
DP-203 : Microsoft Azure Data Engineering Practice Test 2022,,Data Engineer
Wireguard & OpenVPN Server Installation and Configuration,,Backend Developer
"AWS Developer: Deploy, Build & Optimize Applications on AWS",,Frontend Developer
How To Run Your Business On Cloud Systems,,Cloud Engineer
Application of Blockchain in Legal Industry,,ML Engineer
Programming Arduino with LabVIEW  (Practical projects),,Frontend Developer
Architecture design and modelling skills for IT Architects,,Data Analyst
COBIT 2019 Essential Training,,ML Engineer
NIS Server with NTP and autofs on CentOS linux 8 /RHEL 8,,Backend Developer
Build Node.js apps with AWS DynamoDB & Docker containers,,ML Engineer
6x Salesforce Certified Platform Developer I Exams - 2022,,Backend Developer
Process And Threads in Linux,,Frontend Developer
Cisco EIGRP and OSPF Training,,ML Engineer
IT System Administration Training for IT Help Desk Engineer,,ML Engineer
IT Certification - Study guide to pass at first attempt !,,Frontend Developer
Data Visualization and Analytics with Tableau in 2023,,Data Analyst
Learn Home Automation Using J.A.R.V.I.S AI With Arduino,,ML Engineer
Solr search & querying using java spring boot application,,Backend Developer
Ethical Hacking Kali Linux for Beginners,,Frontend Developer
Arduino Beginner Guide,,Frontend Developer
AZ-900 Microsoft Azure Fundamentals with SIMULATIONS,,Cloud Engineer
Android Forensics Essential Training,,ML Engineer
Master in PeopleSoft Base Benefits Training,,ML Engineer
Ultimate Guide to Deploying Flask to AWS,,Backend Developer
LPI Linux Essentials 010-160  (6 Practice Exams)  - 2023,,Frontend Developer
CCA175 Exam Prep Qs pt A (With Spark 2.4 Hadoop Cluster VM),,Data Engineer
"How to start your Information Technology ""I.T"" career",,Backend Developer
CCDAK - Certified Developer Apache Kafka Practice Test,,Data Engineer
PCCSA - Palo Alto Networks Certified Cybersecurity  [ 2021 ],,Cybersecurity Analyst
Web Accessibility: Practical Guide,,Frontend Developer
SQL Server Database Performance Monitoring and Tuning,,Data Analyst
Palo Alto Firewall Training v10 (2022),,ML Engineer
[ENG] SAP GUI Scripting: SAP automation with Microsoft Excel,,Data Analyst
How to repair your computer in 10 Easy Steps,,ML Engineer
Azure MasterClass: Manage Cloud Storage With Azure Storage,,Cloud Engineer
Linux : Linux Administration Advanced Disk Systems Practical,,Frontend Developer
Learn MapInfo Pro17 Step/Step(Basic/Easy to Understand),,Backend Developer
Amazon Web Services (AWS) Certified 2022,,Cloud Engineer
Building Serverless Apps in AWS,,Backend Developer
Practical Accessibility for Web Developers: Form Controls,,Backend Developer
DP-900: Microsoft Azure Data Fundamentals Practice Tests,,Cloud Engineer
SAP Fiori-SAPUI5 CRUD App using Web IDE in the cloud (2020),,Frontend Developer
Modern GUI Development - Python (Software Development),,Data Analyst
[NEW] SC-100: Microsoft Cybersecurity Architect Exam 2023,,Cybersecurity Analyst
Arduino Based Real-Time Oscilloscope,,Frontend Developer
Performance Engineering Practice Test-Like Never Before,,Backend Developer
Getting Started in macOS :  Your Mac Guide Jan 2019,,Frontend Developer
"Advanced WordPress Plugin Development - TailwindCSS, Webpack",,ML Engineer
"Mastering AWS Analytics ( AWS Glue, KINESIS, ATHENA, EMR)",,Data Analyst
AWS Certified Cloud Practitioner Full Practice Exams 2022,,Cloud Engineer
⚡ Mobile Testing Device Lab ➽ Appium Selenium Python Jenkins,,DevOps Engineer
Journey from Dynamo Script to C# DLL Revit API AddIn,,Backend Developer
"CCSK V4.0 Practice Quizzes by Yogesh Gupta, CCSP, CCSK, AWS",,Frontend Developer
Java for the Real World,,Backend Developer
Advanced Terraform for AWS EKS and VPC (TF v0.14 K8s v.1.20),,Backend Developer
Exploit Development for Linux x64,,Frontend Developer
Architecting on the Cloud - The Ultimate Cloud Course,,Cloud Engineer
Practice Exams. AWS Certified Developer Associate [NEW] 2022,,Cloud Engineer
[NEW] AZ-305: Designing Azure Infrastructure Solutions 2023,,Cloud Engineer
Jenkins Pipelines - Step by Step | Devops | CI/CD,,DevOps Engineer
"SQL For Audit, Revenue Assurance and Data Science",,Data Analyst
Learn CUDA with Docker!,,DevOps Engineer
Azure Kubernetes Service DevOps,,Cloud Engineer
Ethical Hacking: Command Injection,,Cybersecurity Analyst
AZ-900: Azure Fundamentals Exam Prep FEBRUARY 2023,,Cloud Engineer
ISTQB AI Testing - Learn best practices and prepare for exam,,ML Engineer
Azure Synapse Analytics Beginner Guide,,Data Analyst
ASP.NET Webforms from Scratch,,Backend Developer
AWS Certified Solutions Architect Professional Exam Practice,,Cloud Engineer
5G NR Air-Channel Basic,,ML Engineer
Hashicorp Certified Terraform Associate++ Live Hands-on Labs,,Backend Developer
Machine Learning using Excel - Zero Programming needed,,Data Analyst
Practical Transact-SQL (T-SQL):  Get your hands dirty,,Data Analyst
"Trello, Zapier, Evernote and Basecamp Masterclass",,Backend Developer
GCP Google Cloud Professional Data Engineer Certification,,Data Engineer
Serverless Computing On Cloud  (Google + AWS):  2023,,Backend Developer
Microsoft Power BI Desktop - simple tips and tricks edition,,Data Analyst
Awesome Qt (QML) controls,,ML Engineer
Build Mobile Applications for Android and iOS Without Coding,,Frontend Developer
Snowflake SnowPro Core - Mock Exams,,Data Engineer
GCP Google Cloud Professional Cloud Developer Certification,,Cloud Engineer
Grafana Basics Guide,,Frontend Developer
Microsoft Azure administrator AZ-104 [AZ-900 course free],,Cloud Engineer
[2023] AZ-303 Azure Architect Technologies 304 Practice Test,,Cloud Engineer
Bacula 2: Webmin GUI to Administration and Configuration,,Frontend Developer
TOTAL: CCSP 2022 (Cloud Security) Practice Tests,,Cloud Engineer
GCP Associate Cloud Engineer- Google Cloud ACE Training 2023,,ML Engineer
CentOS 7: A Complete Guide!: 2-in-1,,Frontend Developer
Learn DevOps from the Scratch for Absolute Beginners,,DevOps Engineer
Certified Information Systems Security Professional - CISSP,,Backend Developer
Implementing Docker Containers with Windows Server 2019,,ML Engineer
Ethical Hacking: Reverse Shells,,Cybersecurity Analyst
SQL Server DBA 2017 - Advance Level - A Guide,,Data Analyst
AWS Certified Security - Specialty Exam 2022,,Cloud Engineer
Azure Cosmos DB - NoSQL DB For Busy .Net Developers,,Data Analyst
Power Electronics: Learn how to Test Electrical components,,Frontend Developer
PlayWright Python & Robot Framework : Modern Web Automation,,Data Analyst
Master OPNsense Firewall Part 1,,Cybersecurity Analyst
Complete Ethical Hacking With Termux : Android Tutorial 2021,,Frontend Developer
Oracle Apps R12 Inventory Module Training,,ML Engineer
Angular CLI: Using Angular made easy,,Frontend Developer
AWS Certified Developer - Associate Certification,,Cloud Engineer
Master Python OOP by Building REAL WORLD PROJECTS,,Frontend Developer
KNIME Fundamentals Expand Excellence,,Data Analyst
Introduction to Data Analytics on Microsoft Azure Cloud,,Data Analyst
Practical basics of Geographic Information System in QGIS,,Backend Developer
PHP Mock Test Core & Advance 2022 [With FREE E-Book],,Backend Developer
SAP FIORI Administration Training C_FIORIADM_21 - UX200,,ML Engineer
Complete React JS Application Development Complete Guide A-Z,,Frontend Developer
RPA - BluePrism Beginner Hands on Training,,ML Engineer
AWS Solutions Architect Associate - Practice Exams,,Cloud Engineer
Automatic Weight Measuring Machine using Arduino,,Frontend Developer
Power BI Desktop - Solving Data Prep Challenges,,Data Analyst
Express dive into Project Management,,Backend Developer
BIM Revit Architectural Conceptual Mass Modeling with Dynamo,,Data Analyst
Security Engineering: The Complete Guide (incl. CISSP&CISA),,Frontend Developer
Mendix Rapid Developer Certification Practice Test,,Backend Developer
Powershell : Create a desktop application GUI,,Frontend Developer
Ansible for Network Engineers - Beginners Guide,,Frontend Developer
